SymInit: Symbol-SearchPath: '.;E:\Clownfish\ClownfishVoiceChanger;E:\Clownfish\ClownfishVoiceChanger;C:\WINDOWS;C:\WINDOWS\system32;SRV*C:\websymbols*http://msdl.microsoft.com/download/symbols;', symOptions: 530, UserName: 'shaik'
OS-Version: 6.2.9200 () 0x100-0x1
E:\Clownfish\ClownfishVoiceChanger\ClownfishVoiceChanger.exe:ClownfishVoiceChanger.exe (00007FF7B8940000), size: 843776 (result: 0), SymType: '-nosymbols-', PDB: 'E:\Clownfish\ClownfishVoiceChanger\ClownfishVoiceChanger.exe', fileVersion: 1.6.6.0
C:\WINDOWS\SYSTEM32\gpapi.dll:gpapi.dll (00007FFA8A400000), size: 147456 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\SYSTEM32\gpapi.dll', fileVersion: 6.2.22000.348
C:\Windows\System32\qasf.dll:qasf.dll (00007FFA7BA10000), size: 188416 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\qasf.dll', fileVersion: 12.0.22000.318
C:\Windows\System32\WMVCore.DLL:WMVCore.DLL (00007FFA2D6D0000), size: 2244608 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\WMVCore.DLL', fileVersion: 12.0.22000.120
C:\Windows\System32\WMASF.DLL:WMASF.DLL (00007FFA4D4E0000), size: 417792 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\WMASF.DLL', fileVersion: 12.0.22000.1
C:\Windows\System32\mp3dmod.dll:mp3dmod.dll (00007FFA804A0000), size: 118784 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\mp3dmod.dll', fileVersion: 6.2.22000.1
C:\WINDOWS\SYSTEM32\mfplat.DLL:mfplat.DLL (00007FFA75C00000), size: 1892352 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\SYSTEM32\mfplat.DLL', fileVersion: 6.2.22000.71
C:\WINDOWS\SYSTEM32\RTWorkQ.DLL:RTWorkQ.DLL (00007FFA6E680000), size: 204800 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\SYSTEM32\RTWorkQ.DLL', fileVersion: 6.2.22000.1
C:\Windows\System32\l3codeca.acm:l3codeca.acm (00007FFA85190000), size: 110592 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\l3codeca.acm', fileVersion: 1.9.0.401
C:\Windows\System32\msmpeg2adec.dll:msmpeg2adec.dll (00007FFA74510000), size: 1060864 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\msmpeg2adec.dll', fileVersion: 6.2.22000.120
C:\Windows\System32\mfperfhelper.dll:mfperfhelper.dll (00007FFA6A2C0000), size: 1232896 (result: 0), SymType: '-nosymbols-', PDB: 'C:\Windows\System32\mfperfhelper.dll', fileVersion: 6.2.22000.1
C:\Windows\System32\qedit.dll:qedit.dll (00007FFA5CA20000), size: 761856 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\qedit.dll', fileVersion: 6.2.22000.1
C:\Windows\System32\MSVFW32.dll:MSVFW32.dll (00007FFA7A2B0000), size: 176128 (result: 0), SymType: '-exported-', PDB: 'C:\Windows\System32\MSVFW32.dll', fileVersion: 6.2.22000.1
C:\WINDOWS\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.22000.434_none_ce836c1412fb9b57\gdiplus.dll:gdiplus.dll (00007FFA71180000), size: 1781760 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.22000.434_none_ce836c1412fb9b57\gdiplus.dll', fileVersion: 6.2.22000.434
C:\WINDOWS\SYSTEM32\textinputframework.dll:textinputframework.dll (00007FFA6B480000), size: 1232896 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\SYSTEM32\textinputframework.dll', fileVersion: 6.2.22000.282
C:\WINDOWS\SYSTEM32\CoreMessaging.dll:CoreMessaging.dll (00007FFA87CC0000), size: 1253376 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\SYSTEM32\CoreMessaging.dll', fileVersion: 6.2.22000.71
C:\WINDOWS\SYSTEM32\CoreUIComponents.dll:CoreUIComponents.dll (00007FFA83A60000), size: 3592192 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\SYSTEM32\CoreUIComponents.dll', fileVersion: 6.2.22000.132
C:\WINDOWS\system32\dwmapi.dll:dwmapi.dll (00007FFA88820000), size: 192512 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\system32\dwmapi.dll', fileVersion: 6.2.22000.41
C:\WINDOWS\SYSTEM32\dbghelp.dll:dbghelp.dll (00007FFA82F80000), size: 2232320 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\SYSTEM32\dbghelp.dll', fileVersion: 6.2.22000.1
C:\WINDOWS\SYSTEM32\dbgcore.DLL:dbgcore.DLL (00007FFA6E5B0000), size: 200704 (result: 0), SymType: '-exported-', PDB: 'C:\WINDOWS\SYSTEM32\dbgcore.DLL', fileVersion: 6.2.22000.1
ERROR: SymGetSymFromAddr64, GetLastError: 487 (Address: 00007FF7B8994630)
ERROR: SymGetLineFromAddr64, GetLastError: 487 (Address: 00007FF7B8994630)
00007FF7B8994630 (ClownfishVoiceChanger): (filename not available): (function-name not available)
ERROR: SymGetSymFromAddr64, GetLastError: 487 (Address: 00007FF7B89940EC)
ERROR: SymGetLineFromAddr64, GetLastError: 487 (Address: 00007FF7B89940EC)
00007FF7B89940EC (ClownfishVoiceChanger): (filename not available): (function-name not available)
ERROR: SymGetLineFromAddr64, GetLastError: 487 (Address: 00007FFA8BBE54E0)
00007FFA8BBE54E0 (KERNEL32): (filename not available): BaseThreadInitThunk
ERROR: SymGetLineFromAddr64, GetLastError: 487 (Address: 00007FFA8D86485B)
00007FFA8D86485B (ntdll): (filename not available): RtlUserThreadStart
